rate,review_text,review_title,source_url,stay_info,trip_type,writer,writer_informations,writer_link,writing_date
5.0,"Have been to Marrakech many times for work but this was the first time I got to visit the gardens and they are well worth a visit...went mid afternoon, no queues or crowds...a real haven of peace, beautiful plants and wonderful water features. So glad finally made the time to visit this amazing spot.",Well worth the visit !,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or1620-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Nov 2019,,Amcq,"Cork, Ireland,11 contributions",,"Written November 22, 2019"
5.0,Super garden to walk round and take in the planting and the atmosphere but it is crowded Try and book tickets before you go to avoid the long queues.,A must see,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or1620-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Nov 2019 • Couples,,drjudymwhite,"Aylesbury, UK,336 contributions",,"Written November 22, 2019"
5.0,Such a treat for the senses. Calming.  Gorgeous.  Unexpected calm amidst the bustle of the city. We loved it and took tons of photos.,Magical.  Gorgeous.,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or1620-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Nov 2019,,Barbara E,"Winnipeg, Canada,9 contributions",,"Written November 21, 2019"
5.0,"This place is amazing. Be sure to go around 3pm in the afternoon as most tour groups are gone by then and there’s no queue for the entrance. Buy the full ticket including the museum as that’s the main feature of the whole experience. We took two hours to walk through the gardens, museum Berbère, shop and the actual YSL museum. This has a wonderful collection of the stunning haute couture ensembles YSL created over the years.",Stunning must visit!,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or1620-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Nov 2019 • Friends,,Desiree79,"Amsterdam, The Netherlands,138 contributions",,"Written November 21, 2019"
5.0,The garden is really nice and well setup. There are many different types of cacti / succulent / bamboo plants in the garden. If you are into people watching it can also be fun to watch the many persons trying to create their instagram pictures. We were there off season and the queue was quite considerable (30 mins). I guess it can be quite a bit longer in peak season.,Worth the wait in the queue,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or1620-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Nov 2019 • Couples,,ChristofvdH,"Rotterdam, The Netherlands,338 contributions",,"Written November 21, 2019"
5.0,"You must take a camera on a trip to capture this beautiful place. You can count on interesting colors and cutting off the hustle and bustle of the street. Fortunately, student tickets are available.",Definitely worth visiting,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or1620-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Nov 2019,,Zzz,"Krakow, Poland,11 contributions",,"Written November 21, 2019"
5.0,"A well presented YSL exhibition with haute couture outfits within touching distance, a bookshop full of beautiful postcards and coffee table books followed by a walk around the beautiful calm garden is thoroughly recommended. In November it was easy to take photos as it wasn’t too crowded- there are yellow pots, blue benches and green tiles for a wonderful colour combination. Huge bamboo shoots create a shady cool canopy. We asked our hotel to provide a taxi which cost £20 for both 15 minute journeys as it’s not easy to find. We spent an enjoyable 2 hours in museum and garden.",Even my husband loved it,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or1620-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Nov 2019,,rosanne750,"Kirkcaldy, UK,110 contributions",,"Written November 21, 2019"
4.0,"Mesmerising colours - a great place for a afternoon stroll and backdrop for photos. A well maintained and curated garden. Would definitely recommend purchasing the 3 in 1 ticket; YSL museum, Berber Museum and Gardens - cost effective and lots of cultural and fashion history and knowledge to be learnt/gained. Note: student discount available!",Mesmerising,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or1620-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Nov 2019,,cj0c,"London, UK,262 contributions",,"Written November 20, 2019"
5.0,"Amazing place, the plants and colours are extremely beautiful. Definitely worth visiting. The boutique shop I found though quite overpriced, I wish they would have some memorabilia at more accessible prices","Suggest to buy a joint ticket from YSL museum, where the queue is significantly smaller",https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or1620-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Nov 2019,,Iasmina N,"Arlington, VA,8 contributions",,"Written November 20, 2019"
4.0,"A lovely place to visit.  Incredible range of cactii and other exotic plants.  If you can get there at a quiet time, (and that's a big if), you will find peace and tranquility here.  This was our second visit here, first time had it almost to ourselves and it was perfect, this time we shared it with that half of Tokio's population that were on holiday, so not so peaceful.",An oasis of calm in the chaos of Marrakesh,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or1620-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Nov 2019,,David W,7 contributions,,"Written November 20, 2019"
5.0,"I had been looking forward to visiting Jardin Majorelle and the Yves St. Laurent Museum ever since I planned our trip to Morocco six months ago. We were just blown away by our experience there. The gardens, with its abundance of varied and unusually-shaped cacti and palm trees, had been taken over and revived by YSL years after the death of the artist Jacques Majorelle. We spent several hours in the garden, transfixed by its magical beauty. The stunning YSL Museum is also breathtaking, featuring fully accessorized and clothed black mannequins, exhibiting the strong influence Moroccan colors and textiles had on YSL's design aesthetics. There's also a wonderful and informative short movie to view as well as an art exhibit that features one artist. Be sure to buy tickets online ahead of time, as this is a very popular site to visit.",A Must-See Experience,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or1630-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Oct 2019,,Ronninyc,"New York City, NY,129 contributions",,"Written November 20, 2019"
5.0,Very relaxing visit to some very well maintained gardens. A short taxi ride from the centre of Marrakesh and next door to the Yves St Lauren Museum.  Restaurant is well worth a visit.,Beautifully maintained gardens,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or1630-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Nov 2019 • Couples,,plg4567,"London, UK,61 contributions",,"Written November 20, 2019"
4.0,Small haven of beauty and cool shade.  Birds singing in late November.  Cafe.  Worth a visit.  Taxi c50 dirhams   The queue for tickets took about 15mins for us.,Small gem,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or1630-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Nov 2019 • Couples,,David R,"Cambridge, UK,98 contributions",,"Written November 20, 2019"
5.0,"The history behind this amazing garden is amazing, it has all different types of plants and the location is pristine, it has a small cover charge but it’s worth it. Wear fun colour that will make your pics pop.",Best backdrop,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or1630-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Nov 2019 • Friends,,PJ Wright,"Kingston, Jamaica,23 contributions",,"Written November 19, 2019"
5.0,We pay 70 DHM for this garden. It’s a very nice place to take some pictures and to spend some day. You have also the opportunity to visit a museum and the yves saint laurent museum,Green Garden,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or1630-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Nov 2019 • Friends,,TeddyMarcio,"Algarve, Portugal,134 contributions",,"Written November 19, 2019"
5.0,"A lovely cafe in the beautiful gardens, busy but service is quick and efficient. Watch out for the birds in the trees though!",Perfect Pastilla,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or1630-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Nov 2019,,Jonathan Benn,"Toulouse, France,21 contributions",,"Written November 19, 2019"
5.0,Wow! Truly stunning gardens with some of the most beautiful cacti I’ve ever seen. I’d advise booking your tickets so you don’t need to queue and get there very early as it gets so busy and the place just resembles a zombie film of people walking around with cameras and phones not actually looking at how beautiful it really is. The cafe courtyard is also really nice and does good coffee. The museum is a bit Meh and I wouldn’t bother with that compared to the gardens.,Beautiful garden,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or1630-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Nov 2019,,deano_lfc,"Liverpool, UK,243 contributions",,"Written November 19, 2019"
4.0,"A lovely garden and definitly a relatively quiet place in the hustle and bustle of Marrakech, but be prepared to wait in line for a ticket and tourist masses are everywhere in the garden. it is best to not visit during lunch time as it is peak time. Better to come one or 1,5 hours before closure time.",Lovely garden but be aware of tourist masses,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or1630-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Oct 2019,,PP_IH124,"Potsdam, Germany,269 contributions",,"Written November 19, 2019"
5.0,"This garden built by french in early 1900s. Impeccable beauty, abundance of blue artifacts and all kind of exotic plants. Truly a must see place outside Medina.",Beautiful place,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or1630-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Nov 2019 • Family,,dib_dey,"Portland, OR,280 contributions",,"Written November 18, 2019"
4.0,Once you’ve escaped the bustle of the street outside this is an oasis of calm. Lovely shaded nooks and well thought out design of local plants. Enjoyed an hour there then did museum,Oasis of calm,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or1630-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Nov 2019 • Couples,,holidayshoes,"London, UK,352 contributions",,"Written November 18, 2019"
4.0,What a beautiful place this is and the entry fee is reasonable. A lot larger than we first thought and although busy there are plenty of quiet spaces to sit and take in the wonderful setting. The shop was rather expensive but its YSL so to be expected.,YSL Gardens a beautiful day out,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or1640-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Oct 2019 • Friends,,James P,34 contributions,,"Written November 18, 2019"
4.0,Right next to the Yves Saint Laurent Museum - this was a peaceful place full of unique cacti & succulents.  The play with color was amazing.,Beautiful Garden,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or1640-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Nov 2019,,Mary H,5 contributions,,"Written November 18, 2019"
5.0,"Spectacular cactus gardens in tow. The museum (separate fee) was a miniature gem containing a beautiful exhibit of local tools, clothing and jewelry from the Berber culture. Great small bookshop, exhibit of Yves St. Laurent Oyster display and exquisite boutique with YSL products. Relief from the bustle of Marrakech, but do go early or late as it gets busy. ",Oasis in the city,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or1640-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Nov 2019,,susanmA5984ZN,16 contributions,,"Written November 18, 2019"
5.0,"A beautiful garden in the middle of busy Marrakech, very well maintained and definitely worth a visit! The dominant colour of buildings and pots is a special cobalt blue. A big selection of plants, among them many cacti and ponds with koi fish that reflect the surroundings.",Don’t miss it!,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or1640-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Nov 2019 • Couples,,Voyagelicious,"Boston, MA,140 contributions",,"Written November 18, 2019"
5.0,A must to see in Marrakech.  Make sure you arrive early to beat the crowds. There was beauty everywhere.,Very Beautiful,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or1640-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Aug 2019,,Jose W,7 contributions,,"Written November 18, 2019"
5.0,"Not that big but its very beautiful, well maintained. You should visit it in the morning when its not that crowded(08:00)",Best garden,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or1640-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Nov 2019 • Friends,,Mihai C,33 contributions,,"Written November 17, 2019"
5.0,"We visited the garden in November- it is an oasis of calm in Marrakech. Lots of bamboo which appears to filter out any noise. Purchased by Yves-Saint-Laurent in 1980 and is adjacent to the his museum. Beautiful colours, unusual plants and very enjoyable.",Peaceful oasis,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or1640-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Nov 2019 • Couples,,Rodney Wilson,"Kirkcaldy, UK,56 contributions",,"Written November 17, 2019"
2.0,"There’s beautiful gardens in Marrakesh , but if you are craving to be part of the Instagram crown and the other hundreds of people who are walking through this part ENJOY I felt more like a piece of a cattle",Nice but totally overrated,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or1640-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Nov 2019 • Couples,,Veronika R,39 contributions,,"Written November 17, 2019"
4.0,This garden was started by a Frenchman (YSL) and has lots of lovely plants and trees laid out in a nice manner. Lots of shade and beautiful water pools and channels.,Lovely garden,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or1640-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Oct 2019,,Ugurd,"Stockholm, Sweden,7,650 contributions",,"Written November 17, 2019"
3.0,"It is a nice garden, nothing extra and definitely not worth queuing up for hours. If you want to see it I would recommend turning up at 9am and no later otherwise you will spend hours in  a queue for tickets and once inside you won’t be able to enjoy it due to the number of people",It’s an ok Garden,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or1640-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Nov 2019 • Couples,,Ondrejsrb,"London, UK,83 contributions",,"Written November 17, 2019"
4.0,"A spectacular garden, abundant in colour and variety of flowers and plant life.  You can purchase a ticket just for the gardens or. Combined ticket which includes entrance to the Yves San Laurent museum and Berber museum .",Yves San Laurent,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or1650-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Nov 2019 • Couples,,Antoinette S,"Chelmsford, UK,36 contributions",,"Written November 17, 2019"
5.0,Well worth a visit it is in the newer part of Marrakech we really enjoyed the garden some amazing cacti,Very enjoyable afternoon,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or1650-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Nov 2019 • Friends,,Simon R,"Dublin, Ireland,104 contributions",,"Written November 16, 2019"
5.0,"I am in love with this place! Beautiful colors, beautiful nature, very clean! Must see! I would recomend it!",BEAUTIFUL!,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or1650-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Nov 2019 • Couples,,Ivana GS,"Zagreb County, Croatia,14 contributions",,"Written November 16, 2019"
5.0,"Visited the gardens the 1st day of my trip to Marrakech! Full of lots of color, pattern and a great place to meditate and relax. Though there were a ton of people visiting while I was there. So many cacti and a wonderful opportunity for lots of beautiful photos! If you love gardening and plants you will appreciate this special place greatly!!!",Beautiful Garden ✌️💖☺️🙏🧿🌵🌱🌺🍋🍊☀️🧞‍♂️🔮🦋✨,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or1650-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Nov 2019 • Solo,,Lisa Miller Macejko,33 contributions,,"Written November 16, 2019"
3.0,"This Garden is creative and as beautiful as it gets! Unfortunately it's pretty crowded, I would definetly recommend you to visit early! Or to skip it and visit the Anima Garden and/or the Secret Garden insted.",Beautiful,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or1650-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Nov 2019 • Couples,,Alice G,"Berlin, Germany,63 contributions",,"Written November 16, 2019"
5.0,"Beautiful! The colors, the setting! Try to get your tickets before you go there! Big cue when we got there!",Beautiful,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or1650-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Nov 2019 • Couples,,Charlielovesfood,60 contributions,,"Written November 16, 2019"
4.0,it is pretty amazing how there was so many different species of plants from all over the world brought to Marrakech. The cafe is a delight and nice break and meal.,peaceful,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or1650-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Oct 2019,,Nev,3 contributions,,"Written November 16, 2019"
5.0,"We really enjoyed our time in this beautiful oasis in Marrakesh. The wait time for tickets was very long, though.",A lovely oasis in the busy city.,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or1650-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Nov 2019,,Sue3020,"Assiniboia, Canada,37 contributions",,"Written November 16, 2019"
5.0,"Loved the gardens, and also the YSL museum! Tip: Get the tickets for the gardens first - including the museum. You will avoid the long queues that way!",well worth a visit,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or1650-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Nov 2019,,lindajlar,"Geneva, Switzerland,55 contributions",,"Written November 16, 2019"
5.0,"Beautiful garden, it is well worth getting the combined ticket and doing the garden, Berber museum, and the Yves St. Lauren all in the same day.",Stunning,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or1650-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Nov 2019 • Friends,,Denny D,"Marrakech, Morocco,6 contributions",,"Written November 16, 2019"
5.0,"Amazing gardens, a very nice relaxing break from the city's vibes. Top theme of them and beautiful colors. Recommended if have the time. Is a good spot for photos too.",Amazing gardens..,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or1660-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Nov 2019,,DINOSDIANA,"Paralimni, Cyprus,130 contributions",,"Written November 16, 2019"
5.0,Absolutely beautiful grounds. The garden and museum are outstanding. A must do while in Marrakech. The colors and history takes your breath away. All of your senses are aroused while in Morocco and this is a place to experience for all.,Beautiful Home,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or1660-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Nov 2019,,DrAG,"New York City, NY,30 contributions",,"Written November 15, 2019"
4.0,I love the museum at the end of the Garden tour . Great education . Blue pottery and selection of cactus was amazing .,Garden of blues,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or1660-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Nov 2019 • Friends,,Josette B,8 contributions,,"Written November 15, 2019"
5.0,Don't forget to visit also the museum Yves Saint Laurent.  Buy tickets in advance to avoid queing at the counters,Worthwile visiting,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or1660-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Nov 2019,,551nadinec,"Zwevegem, Belgium,3 contributions",,"Written November 15, 2019"
5.0,"Visited here at the same time as the YSL museum, lovely feeling to the space and interesting Berber museum also in the gardens.",YSL Gardens,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or1660-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Nov 2019,,DinahSalop,"Wimborne Minster, UK,23 contributions",,"Written November 15, 2019"
5.0,We didn’t even realise this was the YSL villa but it was beautiful and the work that must go in keeping the gardens to such high standards is crazy but worthwhile. We did also the YSL museum which was interesting. Would definitely recommend.,Beautiful gardens,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or1660-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Nov 2019 • Couples,,Kfores,"Kingston-upon-Hull, UK,116 contributions",,"Written November 15, 2019"
5.0,"OK think Disney crowds, long lines Space Mountain style. But I did not hate it. Everything takes longer than you think, so walk or taxi first thing in the morning or maybe the last hour of the day might not be bonkers. Buy your ticket on line, then you have to stand in the enter line. If you buy your ticket there, you can buy both tickets at the Yves Saint Lauren Museum. That line is shorter. There is also a ticket line and an enter line, if two people separate and get in both lines. The Museum café inside is amazing, we had a Middle Eastern platter, it was fresh and delicious. I would eat there every day. The garden is lovely, worth all the hassle and tourist. You've been warned.",Cluster$@!*,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or1660-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Nov 2019,,poprockphotography,"North Carolina,114 contributions",,"Written November 15, 2019"
3.0,"Near the Medina. We had to wait in the queue for about 40 minutes. The ysl museum is just down the road, no queues there, so maybe you can buy tickets for both from there? A bit pricey, but a nice and quiet break away from the Medina. It's a relatively small garden, nice for pictures though.",Good day trip,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or1660-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Oct 2019,,Katieassim,"Kárpathos, Greece,64 contributions",,"Written November 15, 2019"
5.0,"Beautiful garden and artfully arranged cacti, other plants and trees! Berber museum a plus! RIP YSL!",Gem of a garden,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or1660-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Nov 2019 • Friends,,Christopher L,"SeaTac, WA,3 contributions",,"Written November 14, 2019"
4.0,"We visited here on a Sunday afternoon and it was very busy.  We had to queue to buy entrance tickets which didn't really take too long but once inside the gardens, it was too crowded.  There were so many people trying to take photos of the pavilion that the tranquility was spoilt.  Try to visit mid week or early morning maybe for a more relaxing visit. Museum was interesting but shop was expensive.",Pretty gardens,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or1660-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Nov 2019,,Sarah,"Audlem, UK,66 contributions",,"Written November 14, 2019"
5.0,"Beautiful colors, lovely setting. The only complaint I'd have is that it is overrun with tourists. Try to go first thing in the AM when it is not as busy. Definitely a must-see in Morocco!",Stunning!,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or1670-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Oct 2019,,Whitney,"Boston, MA,39 contributions",,"Written November 14, 2019"
4.0,"A welcome escape from the hustle and bustle of the medina and the busy streets. Long queues at both this and the YSL museum (for the combined ticket). Lots of people inside on the paths around the well established interesting planting. Lots of photo opportunities. Had lunch in the cafe, very nice salads and meatballs and atmosphere. YSL museum interesting, lots of garments on display and an interesting video.",Jardin Majorelle Marrakech,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or1670-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Nov 2019,,Alison A,"Porto-Vecchio, France,19 contributions",,"Written November 14, 2019"
5.0,"So glad we made the effort to visit this place, it is outstanding. Every thing there is immaculate. The blue colours are just so good. All the staff make one feel welcome. We did however have to que for the entrance.",What a surprise!,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or1670-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Nov 2019,,Coopper29,"Guildford, UK,608 contributions",,"Written November 14, 2019"
5.0,"Despite the long queue to get in, it was well worth the wait. The gardens are nice and quiet, which really contrasts with the rest of Marrakech.",Tranquil Gardens,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or1670-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Nov 2019,,Ashley A,"Watford, UK,10 contributions",,"Written November 14, 2019"
5.0,"situated just outside the medina the Jardin Majorelle is well worth a visit, the gardens are nothing like you will find anywhere else in morocco with huge bamboo and ponds. The cafe is well worth the visit food as excellent Tip for entry - if  you are visiting the museum and gardens buy a combined ticket from the museum entrance then you can skip the queue when entering the garden which is always are nice V busy.",Greta Museum and Gadrens,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or1670-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Oct 2019,,grobbins,5 contributions,,"Written November 14, 2019"
3.0,"Far too busy and spoilt by the Instagram brigade. Great if one likes cactii, otherwise disappointing after all the hype. The YSL museum though its well worth it",Evidently considered a must see,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or1670-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Oct 2019,,ConfusedOfBelmont,16 contributions,,"Written November 14, 2019"
5.0,the garden of the Yves St Laurent blue villa enables a relaxing stroll and the view of the ryiad and its perfection soothes the mind,a true gem in marrakech,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or1670-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Oct 2019,,657laurentf,"Thionville, France,80 contributions",,"Written November 14, 2019"
2.0,"Go before lunch, the queues both  inside and outside the gardens are ridiculous even out of season. We should have done more research. This is not a garden designed by YSL and has limited deference to the moorish style we had expected. If you like cacti and palm trees, you’ll love this. It’s mainly full of people wanting to be photographed in front of bright blue paint, and there is almost no chance to appreciate the peacefulness that a Moroccan garden should have. Even without the crowds, the garden is designed to be photographed in rather than to be a thing of beauty in itself. The cafe is good.",All the right components of a Garden but overhyped,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or1670-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Nov 2019,,Chris R,"Penwortham, UK,2 contributions",,"Written November 14, 2019"
5.0,"love this place man. amazing care of al and the set up is great, our guide helped me with entrance quickly. good place.",coolest greatestl,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or1670-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Oct 2019,,acer_06,"Pittsburgh, PA,39 contributions",,"Written November 13, 2019"
4.0,The park was quite nice but I would say that entrance is too expensive for what you get. The queue was quite long for tickets so if you haven't bought tickets online and planing to go the YSL-museum (Line is a lot shorter) next door anyway then you can go there and buy a combined ticket and that way avoid some queuing time.,Nice park,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or1670-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Nov 2019,,Nicholas N,"Copenhagen, Denmark,903 contributions",,"Written November 13, 2019"
5.0,"If I was going to skip a visit, it would've been this one... And it would have been a shame to skip. Refreshing place to be. Ideally between 11h-14h when sun is high.",Relaxing and colorful visit,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or1680-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Nov 2019,,JohanneP,4 contributions,,"Written November 13, 2019"
5.0,"Very sensibly, I went at 8am to buy or tickets to this beautiful tribute to YSL and its originator.... as the queues later would have put us off visiting. These stunning gardens of cacti, palms and bamboo are truly wonderful and the crowds didn't really reduce our enjoyment. We bought tickets to include the Berber Museum and the fabulous YSL Museum along the street. We initially baulked at 180 Dirham charge... but found it very worthwhile... highly recommended.",Crowded but beautifully peaceful... Highly recommended,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or1680-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Nov 2019,,epicure49,"Brighton, UK,543 contributions",,"Written November 13, 2019"
5.0,This is a beautiful oasis in the heart of Marrakech.  Go early to avoid the crowds and buy tickets ahead of time.,Jardin Marjorelle worth the visit!,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or1680-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Nov 2019,,Carolyn W,9 contributions,,"Written November 13, 2019"
5.0,"These gardens blew us away! A must visit, the best thing to see in Marrakech! An oasis amongst the craziness. Spend some time lingering in the garden cafe with a tea. And they their amazing avocado almond date juice. YUM!!!",Best thing in Marrakech,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or1680-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Nov 2019,,Marc P,"Sitges, Spain,18 contributions",,"Written November 13, 2019"
4.0,"The gardens are beautifully maintained and interesting, but completely overrun with crowds of tourists.  Nothing tranquil about it, it's just something to see.  Not a priority if you have limited time  But if you need a break from the souk and traditional Moroccan sightseeing, it's worth an hour and you should combine it with the small YSL museum next door then walk 20 minutes west to experience the upscale modern part of Marrakech outside the medina.",Lovely Garden overrun with tourists,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or1680-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Nov 2019,,steve6192018,"San Diego, CA,23 contributions",,"Written November 12, 2019"
5.0,Today was a beautiful day for this visit. It was busy but the gardens are amazing and are immaculate,Break,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or1680-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Nov 2019 • Solo,,Sharon,7 contributions,,"Written November 12, 2019"
